HOITEMID,ITEMNAME,ADDRESS,LGA_NAME21,lat_long
5045040.0,Bunyas,5 Rogers Avenue Haberfield,INNER WEST,"[-33.88362279521137, 151.1355377833747]"
5045127.0,National House,75 York Street Sydney,SYDNEY,"[-33.86852460865977, 151.2058311263398]"
5053208.0,Watson's Butchery,136-138 Cumberland Street The Rocks,SYDNEY,"[-33.86052870568484, 151.2066993162886]"
5044969.0,"Anglican Cathedral Hall, Christ Church",52A Church Street Newcastle,NEWCASTLE,"[-32.92975091529256, 151.7801775690063]"
5001039.0,Hall of Champions (collection),"Australia Avenue, State Sports Centre, Homebush",PARRAMATTA,"[-33.85374313686116, 151.06948178682094]"
5045184.0,House & Outbuildings,5 Thompson Square Windsor,HAWKESBURY,"[-33.604378336307285, 150.8225303189972]"
5051424.0,Crown Street Reservoir & Site,285 Crown Street Surry Hills,SYDNEY,"[-33.88121355352943, 151.2141919974406]"
5045609.0,Edwardian Shop/Residences,"21, 23, 25, 27, 29 Kent Street Millers Point",SYDNEY,"[-33.858567904358836, 151.2033548640298]"
5045641.0,Anambah House,"Anambah Road, Gosforth via Rutherford",MAITLAND,"[-32.69036144370059, 151.50802229209532]"
5000656.0,Cooma Cottage,"Yass Valley Way, Yass",YASS VALLEY,"[-34.86366211985218, 148.94867300977953]"
5052867.0,Mount St Marys College and Convent,10-14 Civic Place Katoomba,BLUE MOUNTAINS,"[-33.7099481108744, 150.31425804971897]"
5045511.0,Lithgow Valley Colliery & Pottery Site,"Bent Street, Lithgow",LITHGOW,"[-33.485903819083205, 150.15540402800053]"
5045262.0,Courunga,"Monaro Street, Merimbula",BEGA VALLEY,"[-36.891278785154434, 149.90762284592583]"
5045505.0,Garrison Anglican Church Precinct,"Argyle Street, Millers Point",SYDNEY,"[-33.858119525595214, 151.20592030072316]"
5053175.0,Mercantile Hotel,25-27 George Street The Rocks,SYDNEY,"[-33.85717971581966, 151.20839411649564]"
5045529.0,House,126 Windsor Street Richmond,HAWKESBURY,"[-33.599043874080074, 150.75504395927598]"
5045418.0,Edwardian Terrace,"66, 68 Bettington Street Millers Point",SYDNEY,"[-33.85771751725157, 151.202269820299]"
5044977.0,Civic Railway Workshops,"Great Northern Railway, Newcastle",NEWCASTLE,"[-32.92591510242191, 151.7713573907311]"
5045116.0,AWA Building and Tower,45-47 York Street Sydney,SYDNEY,"[-33.86693139662605, 151.2055900935881]"
5045007.0,Undercliffe Cottage (former),50 Argyle Place Millers Point,SYDNEY,"[-33.85802904349072, 151.20480825689435]"
5045659.0,Building,"75, 77 Lower Fort Street Millers Point",SYDNEY,"[-33.85740203160422, 151.20607080679795]"
5012105.0,Millthorpe Railway Station group,"Main Western Railway, Millthorpe",BLAYNEY,"[-33.448741439978164, 149.18300353808075]"
5049865.0,Cossington,43 Ku-Ring-Gai Avenue Turramurra,KU-RING-GAI,"[-33.73148966102576, 151.13425528188182]"
5045701.0,Lands Department Building,22-33 Bridge Street Sydney,SYDNEY,"[-33.86391686401222, 151.20995137436904]"
5014146.0,Wangi Power Station Complex,Wangi Wangi,LAKE MACQUARIE,"[-33.06322574730867, 151.5707815129188]"
5045322.0,Imperial Hotel,"Rooty Hill Road, Rooty Hill",BLACKTOWN,"[-33.77143743039367, 150.8433587380627]"
5045346.0,Scone Railway Station,"Main Northern Railway, Scone",UPPER HUNTER SHIRE,"[-32.04680071527691, 150.86703459473588]"
5045058.0,Building,121-127 Sussex Street Sydney,SYDNEY,"[-33.86909961244433, 151.20348097659877]"
5051352.0,Manly Cove Pavilion,"West Esplanade, Manly",NORTHERN BEACHES,"[-33.79917067119923, 151.28094961592916]"
5051578.0,Jenolan Caves Reserve,"Caves Road, Jenolan",OBERON,"[-33.819459933474164, 150.0210948207941]"
5053604.0,Tryon Road Uniting Church,33 Tryon Road Lindfield,KU-RING-GAI,"[-33.774468137920834, 151.1728256616502]"
5053147.0,British Seamen's Hotel (former),39-43 Argyle Street The Rocks,SYDNEY,"[-33.859279112815656, 151.20819392124264]"
5045165.0,Terrace Cottages,"197, 199, 201 Albion Street Surry Hills",SYDNEY,"[-33.88407060674506, 151.21628612675735]"
5012045.0,Gundagai Railway Station and yard group,"Cootamundra-Tumut railway, Gundagai",COOTAMUNDRA-GUNDAGAI REGIONAL,"[-35.06527958018643, 148.11435267422712]"
5001111.0,Box Hill House in grounds of McCall gardens,10 Terry Road Baulkham Hills,THE HILLS SHIRE,"[-33.654870845238094, 150.89401332620588]"
5045210.0,Cranbrook Group,"10, 14 Australia Street Camperdown",INNER WEST,"[-33.8878913739018, 151.1748234041786]"
5060063.0,St Francis Xavier's Roman Catholic Church,"Hume Highway, Berrima",WINGECARRIBEE,"[-34.4925134409144, 150.33212868847562]"
5045294.0,Raywell,144 Louisa Road Birchgrove,INNER WEST,"[-33.84668542956594, 151.18503658124112]"
5045581.0,Hero of Waterloo Hotel,"81, 83 Lower Fort Street Millers Point",SYDNEY,"[-33.85774908958445, 151.20583257978538]"
5045229.0,Mountain View,22 Inalls Lane Richmond,HAWKESBURY,"[-33.599813788017315, 150.73245104838347]"
5051305.0,Brewarrina Aboriginal Fish Traps / Baiame's Ngunnhu,"Doyle Street, Brewarrina",BREWARRINA,"[-29.958030438224398, 146.8533781177736]"
5045753.0,Kellys Bush Park,"Nelson Parade, Hunters Hill",HUNTERS HILL,"[-33.84221072588555, 151.16735464136733]"
5055032.0,Bushranger Hotel,"24 Chruch Street, Collector",UPPER LACHLAN SHIRE,"[-34.91225916742166, 149.43168377766642]"
5051885.0,Norah Head Lightstation Precinct,"Bush Street, Norah Head",CENTRAL COAST (NSW),"[-33.28245833220169, 151.5743055810409]"
5045672.0,Milton Terrace,1-19 Lower Fort Street Millers Point,SYDNEY,"[-33.85559483075458, 151.20781617379095]"
5045556.0,Grahame's Corner,142-144 Pitt Street Sydney,SYDNEY,"[-33.86905220191462, 151.20852114488434]"
5045280.0,Capitol Theatre,3-15 Campbell Street Sydney,SYDNEY,"[-33.87961244277819, 151.20626843278924]"
5045206.0,"Stannix Park House, cattle tanks and site","Stannix Park Road, Wilberforce",HAWKESBURY,"[-33.51480137849664, 150.86407902586026]"
5045400.0,Rathven,43 St Marks Road Randwick,RANDWICK,"[-33.91076066281078, 151.24708364576094]"
5045217.0,Site of Ficus superba var. henneana tree,3-4 Fernleigh Gardens Rose Bay,WOOLLAHRA,"[-33.867653647911624, 151.2727545938891]"
5012237.0,Tamworth rail bridge over Peel River,Main Northern railway Tamworth,TAMWORTH REGIONAL,"[-31.084854653415146, 150.9232276562336]"
5001442.0,Bomen Railway Station,Main Southern railway Bomen NSW 2650,WAGGA WAGGA,"[-35.07219329449054, 147.41448148998975]"
5051386.0,Tooleybuc Bridge over Murray River,Main Road 222 Tooleybuc,MURRAY RIVER,"[-35.03049128905925, 143.3352984821454]"
5060961.0,Tomaree Head Fortifications,2 Shoal Bay Road Shoal Bay,PORT STEPHENS,"[-32.7147420189361, 152.1865811697038]"
5012085.0,Yanco Weir and site,Yanco,LEETON,"[-34.70405941304117, 146.41740508733346]"
5051377.0,McKanes Falls Bridge,Jenolan Caves Road Lithgow,LITHGOW,"[-33.54949996276598, 150.1243964613299]"
5051266.0,Tenterfield School of Arts,"Manners Street, Tenterfield",TENTERFIELD,"[-29.055806391503324, 152.01901602050074]"
5045279.0,Terrace,"32, 34, 36, 38, 40 Kent Street Millers Point",SYDNEY,"[-33.859204851408364, 151.20383781187533]"
5053875.0,Sewer Vent and Cottages,"24, 26 Premier Street Marrickville",INNER WEST,"[-33.91880900770629, 151.14894756774086]"
5012123.0,Newtown Railway Station group and Former Newtown Tramway Depot,"Great Southern and Western Railway, Newtown",SYDNEY,"[-33.897776376456086, 151.18002514510823]"
5012258.0,Wahroonga Railway Station group,"North Shore railway, Wahroonga",KU-RING-GAI,"[-33.71731085730118, 151.11679213625612]"
5045035.0,Perpetual Trustee Company,33-39 Hunter Street Sydney,SYDNEY,"[-33.86626891397966, 151.2094260051285]"
5045544.0,Jarvisfield,"Hume Highway Deviation, Picton",WOLLONDILLY,"[-34.164139758471535, 150.62852695625028]"
5053260.0,Bloomfield Hospital,"Forest Road, Orange",ORANGE,"[-33.31765880658064, 149.09515085445125]"
5045618.0,Merton,4883 Jerrys Plains Road Denman,MUSWELLBROOK,"[-32.39408526122047, 150.71910200252782]"
5045071.0,Smoky Cape Lighthouse Group,South West Rocks 10km east of Kempsey,KEMPSEY,"[-30.92235423088935, 153.08674557090634]"
5001277.0,Wingecarribee Swamp,"Illawarra Highway, Robertson",WINGECARRIBEE,"[-34.57600061421327, 150.52836812947976]"
5052629.0,Harrington Park,1 Hickson Circuit Harrington Park,CAMDEN,"[-34.023929839917045, 150.742635848218]"
5012257.0,Wagga Wagga Railway Station and yard group,Main Southern railway Wagga Wagga,WAGGA WAGGA,"[-35.120229112201976, 147.36827449556077]"
5053884.0,Sydney Water Head Office (former) (1939 building),339-341 Pitt Street Sydney,SYDNEY,"[-33.87487034486953, 151.20760216523487]"
5053872.0,Ryde Pumping Station and site,"Victoria Road, West Ryde",RYDE,"[-33.8099357565553, 151.09102542758362]"
5011927.0,Berry Railway Station group,Illawarra railway Berry,SHOALHAVEN,"[-34.780455922955504, 150.69683263221367]"
5012153.0,Railway Square road overbridge,"Darling Harbour goods railway, Sydney",SYDNEY,"[-33.883982571519304, 151.20316838964618]"
5053223.0,Terraces,132-134 Cumberland Street The Rocks,SYDNEY,"[-33.860463510685406, 151.20671065529575]"
5045157.0,Tusculum,1-3 Manning Street Potts Point,SYDNEY,"[-33.87113340642474, 151.22452962631564]"
5045478.0,Courthouse and Norfolk Island pines (former),"Clarence Street (cnr), Port Macquarie",PORT MACQUARIE-HASTINGS,"[-31.42877965987916, 152.9097082775035]"
5011954.0,Bredbo Rail Bridge Group,"Goulburn-Bombala railway, Bredbo",SNOWY MONARO REGIONAL,"[-35.97477166046122, 149.16259857201487]"
5012005.0,Eskbank Railway Station group,"Main Western railway, Lithgow",LITHGOW,"[-33.478851820765684, 150.1636095637316]"
5045532.0,Wentworth Mausoleum and site,"Chapel Road, Vaucluse",WOOLLAHRA,"[-33.851551050006854, 151.27497580673833]"
5045213.0,Skinners Family Hotel,296 George Street Sydney,SYDNEY,"[-33.865618549793815, 151.20748454149344]"
5045048.0,Kendall School of Arts,"Comboyne Street, Kendall",PORT MACQUARIE-HASTINGS,"[-31.632318392799924, 152.70313597937783]"
5045043.0,St Mary's Anglican Church and Pipe Organ,240 Birrell Street Waverley,WAVERLEY,"[-33.89619778245967, 151.25510884657172]"
5045103.0,Eveleigh Railway Workshops,"Great Southern and Western Railway, Redfern",SYDNEY,"[-33.894514761893184, 151.19567144830557]"
5051518.0,Third Government Farm (former),"Gilbert Road, Castle Hill",THE HILLS SHIRE,"[-33.717713778676874, 151.01306893696307]"
5055526.0,Bondi Beach Cultural Landscape,"Queen Elizabeth Drive, Bondi Beach",WAVERLEY,"[-33.89095955644828, 151.27674263818145]"
5011997.0,Dubbo rail bridge over Macquarie River,Main Western railway 462.762 km Dubbo,DUBBO REGIONAL,"[-32.24385326438934, 148.5997161088029]"
5053358.0,C B Newling Centre,122 Mossman Street Armidale,ARMIDALE REGIONAL,"[-30.522819738479658, 151.66264849664515]"
5011970.0,Grafton Correctional Centre,170 Hoof Street Grafton,CLARENCE VALLEY,"[-29.67663421978742, 152.94020147485722]"
5045401.0,Golden Vale,"Golden Vale Road, Sutton Forest",WINGECARRIBEE,"[-34.54235272831684, 150.31053954012623]"
5045403.0,Challis House,4-10 Martin Place Sydney,SYDNEY,"[-33.867290438838815, 151.20784143321794]"
5045113.0,Bathurst rail bridge over Macquarie River,Main Western Railway Bathurst,BATHURST REGIONAL,"[-33.42309889089036, 149.5904733931535]"
5014100.0,Matthews Cottage,Kiandra Kosciuszko National Park,SNOWY MONARO REGIONAL,"[-35.87596773669572, 148.49430703197166]"
5045545.0,Liverpool Railway Station group,"Great Southern Railway, Liverpool",LIVERPOOL,"[-33.9253172941552, 150.92679546575152]"
5012023.0,Goulburn Viaduct (Mulwaree Ponds),"Main Southern railway, Goulburn",GOULBURN MULWAREE,"[-34.749506656590846, 149.7339078990321]"
5053863.0,Drummoyne Reservoir,"Rawson Avenue, Drummoyne",CANADA BAY,"[-33.8553054145989, 151.15256445172858]"
5053879.0,Sewer Vent,"The Boulevarde, Lewisham",INNER WEST,"[-33.89503014158639, 151.14944563585567]"
5012049.0,Hamilton Railway Station Group,"Great Northern Railway, Hamilton",NEWCASTLE,"[-32.91837232320012, 151.7486674998544]"
5053153.0,Cleland Bond Store (part of Argyle Stores),33 Playfair Street The Rocks,SYDNEY,"[-33.858501831795365, 151.20803504736963]"
5045406.0,Ritz Theatre,43 St Pauls Street Randwick,RANDWICK,"[-33.920025410526804, 151.24335440504836]"
5045585.0,Little Hunter and Hamilton Street Precinct,"Little Hunter Street (between Hunter Street and Curtin Place), Sydney",SYDNEY,"[-33.86542129486305, 151.2082411334116]"
5045681.0,Toongla,"Tullimbar Road, Albion Park",SHELLHARBOUR,"[-34.58007556068729, 150.7417459114152]"
5044708.0,Wing Hing Long & Co. Store,10 Ruby Street Tingha,INVERELL,"[-29.955110350680958, 151.21104238909774]"
5045368.0,Barden & Ribee Saddlery,473 High Street Maitland,MAITLAND,"[-32.7313643132625, 151.55312073552614]"
5045023.0,Mackenzie House,29 Fitzgerald Street Windsor,HAWKESBURY,"[-33.60735244115962, 150.82069549986747]"
5044693.0,Christ Church Anglican,"King Street, Bungonia",GOULBURN MULWAREE,"[-34.85919949677999, 149.9435263694187]"
5053200.0,Shop and Residence,145 George Street The Rocks,SYDNEY,"[-33.86066871183825, 151.20833173703653]"
5045466.0,"Riverview House, Outbuildings etc",135 Marsden Road West Ryde,RYDE,"[-33.79679535812789, 151.0658794609251]"
5053209.0,Shops and Residences,178-180 Cumberland Street The Rocks,SYDNEY,"[-33.861662228641435, 151.206149859215]"
5051251.0,Richmond Post Office,286 Windsor Street Richmond,HAWKESBURY,"[-33.59704658266756, 150.75069284415497]"
5045522.0,St Andrew's Uniting Church,"Poictiers Street, Deniliquin",EDWARD RIVER,"[-35.53222067388959, 144.9619365040847]"
5012228.0,Railway electricity tunnel under Sydney Harbour,Birchgrove / Greenwich,INNER WEST,"[-33.845261731638466, 151.18592065030552]"
5012094.0,Manilla railway underbridges,"Tamworth-Barraba railway, Manilla",TAMWORTH REGIONAL,"[-30.64753220676871, 150.65689154489382]"
5045411.0,Kyle House,27-31 Macquarie Place Sydney,SYDNEY,"[-33.863144544953045, 151.20937523355502]"
5045729.0,Thomas Family Grave,79 Callan Avenue Maryland,NEWCASTLE,"[-32.8677937401424, 151.65743578212386]"
5045422.0,Trades Hall,34 Sulphide Street Broken Hill,BROKEN HILL,"[-31.957946057730126, 141.46315449840753]"
5045382.0,Northwood House & Cottage,1 Private Road Northwood,LANE COVE,"[-33.82808816492014, 151.17950995052192]"
5045155.0,Addington House,813 Victoria Road Ryde,RYDE,"[-33.81448427829181, 151.09860727589418]"
5053176.0,Merchants House,43-45 George Street The Rocks,SYDNEY,"[-33.85771402284159, 151.2085888593962]"
5053204.0,Shop and Residence - Bakers Oven,121 George Street The Rocks,SYDNEY,"[-33.86001737984067, 151.20840667611316]"
5045095.0,Sydney Downing Centre,302 Castlereagh Street Sydney,SYDNEY,"[-33.87739585702033, 151.20902737569207]"
5001109.0,Tamworth Peel Barracks,"Peel Street (cnr), Tamworth",TAMWORTH REGIONAL,"[-31.08681762179399, 150.92718027748361]"
5012305.0,Royal Prince Alfred Hospital - Admission Block,"Missenden Road, Camperdown",SYDNEY,"[-33.889566924629065, 151.18249557085562]"
5045626.0,Horsley Homestead,"Bong Bong Road, Dapto",WOLLONGONG,"[-34.48594673047113, 150.77920742849005]"
5054834.0,Dubbo RAAF Stores Depot (former),"Cobra Street, Dubbo",DUBBO REGIONAL,"[-32.25971732413859, 148.61943448428696]"
5051289.0,Paddington Post Office,246 Oxford Street Paddington,WOOLLAHRA,"[-33.88475461269202, 151.2263694722227]"
5052822.0,Linnwood,11-35 Byron Road Guildford,CUMBERLAND,"[-33.85461690115343, 150.97543197816614]"
5053634.0,Scheyville National Park,"Scheyville Road, Scheyville",HAWKESBURY,"[-33.60280492134796, 150.8883232238682]"
5045438.0,Studley Park,"Camden Valley Way, Narellan",CAMDEN,"[-34.05001354092573, 150.7298195416255]"
5045491.0,House,71 Bentinck Street Bathurst,BATHURST REGIONAL,"[-33.41902576518294, 149.58266357276779]"
5051311.0,Dundullimal,"Obley Road, Dubbo",DUBBO REGIONAL,"[-32.28608926199149, 148.60333698645647]"
5051381.0,New Buildings Bridge over Towamba River,Wyndham (south west) Wyndham,BEGA VALLEY,"[-36.95874573628589, 149.56171835907838]"
5054919.0,St Peter and Paul's Former Cathedral,42 Verner Street Goulburn,GOULBURN MULWAREE,"[-34.755916402982855, 149.71503327303543]"
5060513.0,St Saviour's Cathedral,"170 Bourke Street, Goulburn",GOULBURN MULWAREE,"[-34.753134360039304, 149.7158960392634]"
5045655.0,St Michael's Cathedral & Rectory,"Church Street, Wollongong",WOLLONGONG,"[-34.42364095869772, 150.8951277598225]"
5045469.0,St Pauls Anglican Church & Hall (former),"Cressy Street, Deniliquin (South)",EDWARD RIVER,"[-35.53011950893261, 144.96276803016687]"
5045085.0,Maitland Court House,"High Street, Maitland",MAITLAND,"[-32.72938848218547, 151.55245695287846]"
5051461.0,"Old Great North Road, Between Devine's Hill and Mount Manning","between , Wiseman's Ferry and Mount Manning",CENTRAL COAST (NSW),"[-33.36327169336962, 150.99350699151725]"
5045594.0,Church of Holy Trinity,"Argyle Street, Berrima",WINGECARRIBEE,"[-34.490194048297695, 150.33656800012486]"
5053143.0,Australian Hotel,100-104 Cumberland Street The Rocks,SYDNEY,"[-33.85966802671089, 151.207043120355]"
5045591.0,Maitland Synagogue (former),47 Church Street Maitland,MAITLAND,"[-32.73399322528984, 151.55321050916532]"
5045611.0,Louisaville,2 Wells Street Balmain,INNER WEST,"[-33.8566322927423, 151.18618034774454]"
5012147.0,Maitland Correctional Centre,"John Street, East Maitland",MAITLAND,"[-32.74519911784814, 151.5898993276785]"
5053874.0,Sewer Vent and Cottage,125 Corunna Road Stanmore,INNER WEST,"[-33.88936356394634, 151.16446507846425]"
5045110.0,Shops,"6, 8 Argyle Place Millers Point",SYDNEY,"[-33.85808065732242, 151.20300157614562]"
5045708.0,Rosemont,14 Rosemont Avenue Woollahra,WOOLLAHRA,"[-33.88212245895369, 151.24006254161756]"
5012019.0,Gerogery Railway Station group,"Main Southern railway, Gerogery",GREATER HUME SHIRE,"[-35.8373775451015, 146.99492762723526]"
5045601.0,Sydney Club,122 Pitt Street Sydney,SYDNEY,"[-33.86831679791973, 151.20863063096735]"
5051446.0,Sewage Pumping Station 38,"General Holmes Drive, Mascot",BAYSIDE (NSW),"[-33.942565117464675, 151.1874789390278]"
5012058.0,Jerilderie Railway Station Group,Nowranie Street,MURRUMBIDGEE,"[-35.36024450713284, 145.7264751249563]"
5045675.0,Maitland Town Hall & adj Office Building & Supper Room,"High Street, Maitland",MAITLAND,"[-32.73736715100628, 151.5605175577222]"
5045578.0,"Noraville, Hargraves House",3 Elizabeth Drive Noraville,CENTRAL COAST (NSW),"[-33.26727814493355, 151.56206423078493]"
5051843.0,Iandra Homestead Pastoral Estate,"Iandra Road, Greenethorpe",WEDDIN,"[-34.07620556432793, 148.3581304804556]"
5050763.0,Corn Exchange,173-185 Sussex Street Sydney,SYDNEY,"[-33.87062322946759, 151.20361614437502]"
5045488.0,Royal Oak Inn (former),Rouse Hill,THE HILLS SHIRE,"[-33.68661528181312, 150.9195280733912]"
5051261.0,Wirrimbirra Sanctuary,"Hume Highway, Bargo",WOLLONDILLY,"[-34.2644747007143, 150.5795926111481]"
5045021.0,Hy Brasil,62 Chisholm Road Clareville,NORTHERN BEACHES,"[-33.634078879376034, 151.31654485203396]"
5045693.0,Thomas Walker Convalescent Hospital,"Hospital Road, Concord West",CANADA BAY,"[-33.83280773726431, 151.09693079468872]"
5052348.0,Roxy Community Theatre,114-118 Pine Avenue Leeton,LEETON,"[-34.55199613511694, 146.40525904868363]"
5045350.0,Eryldene,17 McIntosh Street Gordon,KU-RING-GAI,"[-33.75801667838581, 151.15759599001848]"
5052093.0,Malachi Gilmore Memorial Hall,124 Oberon Street Oberon,OBERON,"[-33.70449345319631, 149.8572387859141]"
5045077.0,Ingleholme & Garage,17 Boomerang Street Turramurra,KU-RING-GAI,"[-33.728229623229886, 151.13669377196945]"
5053148.0,Brooklyn Hotel,229 George Street The Rocks,SYDNEY,"[-33.86300069076406, 151.20736216586215]"
5053160.0,ES & AC Bank (former) - Amo Roma Restaurant,131-135 George Street The Rocks,SYDNEY,"[-33.86028291984112, 151.20839171407968]"
